timestamp_utc,elapsed_seconds,run_id,rabbit_ready,rabbit_unacked,rabbit_total,rabbit_consumers,rabbit_publish_rate,rabbit_deliver_rate,rabbit_ack_rate,worker_desired,worker_running,worker_pending,scaler_desired,scaler_running,scaler_pending
2026-06-08T17:44:40.6928966Z,0.016,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,0,0,0,0,1,0,1,1,1,0
2026-06-08T17:44:49.0077905Z,8.33,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,0,0,0,0,1,1,0,1,1,0
2026-06-08T17:44:57.4806706Z,16.803,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,0,0,0,0,1,1,0,1,1,0
2026-06-08T17:45:05.6025230Z,24.925,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:45:13.5716283Z,32.894,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:45:21.3190206Z,40.642,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:45:29.0715657Z,48.394,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:45:36.7349662Z,56.058,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:45:44.4699353Z,63.793,f9026410-d0d4-4480-ad47-494b6d3e1486,0,1,1,1,14.8,6,6,3,1,0,1,1,0
2026-06-08T17:45:52.1335169Z,71.456,f9026410-d0d4-4480-ad47-494b6d3e1486,66,1,67,1,63.2,7.4,7.4,8,1,7,1,1,0
2026-06-08T17:45:59.9175065Z,79.24,f9026410-d0d4-4480-ad47-494b6d3e1486,519,1,520,1,24.6,7.6,7.6,8,1,7,1,1,0
2026-06-08T17:46:07.7148895Z,87.038,f9026410-d0d4-4480-ad47-494b6d3e1486,554,1,555,1,1.2,7.2,7.2,8,8,0,1,1,0
2026-06-08T17:46:15.5104021Z,94.833,f9026410-d0d4-4480-ad47-494b6d3e1486,483,1,484,1,0,18.2,17,8,8,0,1,1,0
2026-06-08T17:46:23.2679048Z,102.591,f9026410-d0d4-4480-ad47-494b6d3e1486,313,8,321,8,0,56.6,56.4,7,8,0,1,1,0
2026-06-08T17:46:30.9997959Z,110.322,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,8,0,0,0,7,8,0,1,1,0
2026-06-08T17:46:39.0146796Z,118.337,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,8,0,0,0,6,8,0,1,1,0
2026-06-08T17:46:47.5359884Z,126.859,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,8,0,0,0,6,8,0,1,1,0
2026-06-08T17:46:55.5868768Z,134.91,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,8,0,0,0,5,5,0,1,1,0
2026-06-08T17:47:03.4060912Z,142.729,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,5,0,0,0,5,5,0,1,1,0
2026-06-08T17:47:11.1425659Z,150.465,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,5,0,0,0,4,4,0,1,1,0
2026-06-08T17:47:18.9308158Z,158.253,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,4,0,0,0,4,4,0,1,1,0
2026-06-08T17:47:26.6099617Z,165.933,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,4,0,0,0,3,3,0,1,1,0
2026-06-08T17:47:34.3508726Z,173.674,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,3,0,0,0,3,3,0,1,1,0
2026-06-08T17:47:42.2639665Z,181.587,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,3,0,0,0,2,3,0,1,1,0
2026-06-08T17:47:49.9897466Z,189.312,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,2,0,0,0,2,2,0,1,1,0
2026-06-08T17:47:57.7931301Z,197.116,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,2,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:05.5432374Z,204.866,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:13.4266828Z,212.749,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:21.1457873Z,220.468,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:28.8687502Z,228.191,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:36.6217931Z,235.944,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:44.3348199Z,243.657,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:52.1032900Z,251.426,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:48:59.8707127Z,259.193,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:49:07.6565877Z,266.979,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:49:15.3877336Z,274.71,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:49:23.2020294Z,282.525,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:49:30.8829840Z,290.206,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:49:38.6216150Z,297.944,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:49:46.3341844Z,305.657,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-08T17:49:54.0132401Z,313.336,f9026410-d0d4-4480-ad47-494b6d3e1486,0,0,0,1,0,0,0,1,1,0,1,1,0
