run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
13c3c429-1fc3-48e8-bc6a-f5a1593892b8,2570,2570,2532,0,38,0,2026-06-09 18:22:55.670289+00,2026-06-09 18:22:55.698284+00,2026-06-09 18:24:00.324338+00,64.654049,39.7500240085504931,64.626054,39.7672430998185345,0.11219599999999999,0.14825574999999996,0.16786978,39.2953865,42.2123197,42.39898806
