run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
f029fc7a-49b8-4c91-91c6-f1ecdd53d24f,720,720,719,0,1,0,2026-06-08 17:39:44.861189+00,2026-06-08 17:39:44.890406+00,2026-06-08 17:41:21.303767+00,96.442578,7.4655822659572622,96.413361,7.4678446278830587,0.104661,0.10546675,0.11415779999999982,37.2577645,70.465666,72.69550827
