run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds,test_key,label,profile,max_workers_config
f029fc7a-49b8-4c91-91c6-f1ecdd53d24f,720,720,719,0,1,0,2026-06-08 17:39:44.861189+00,2026-06-08 17:39:44.890406+00,2026-06-08 17:41:21.303767+00,96.442578,7.465582265957263,96.413361,7.467844627883058,0.104661,0.10546675,0.1141577999999998,37.2577645,70.465666,72.69550827,baseline_original,"Original Z, 1 worker fijo",original,1
f9026410-d0d4-4480-ad47-494b6d3e1486,720,720,719,0,1,0,2026-06-08 17:45:34.717889+00,2026-06-08 17:45:34.750308+00,2026-06-08 17:46:20.596195+00,45.878306,15.693691916174934,45.845887,15.704789395829552,0.105822,0.10996615,0.1133691699999999,24.8896145,26.7172176,26.82602151,autoscale_max8_original,"Original Z, autoscale max8",original,8
a327c742-f609-4a24-8212-95fdcecc9ecf,720,720,718,0,2,0,2026-06-09 18:33:29.759906+00,2026-06-09 18:33:29.787173+00,2026-06-09 18:34:24.433217+00,54.673311,13.169131095791876,54.646044,13.17570216061752,0.1049545,0.11015035,0.1214230299999999,32.7944915,35.4268653,35.52638537,autoscale_max32_original,"Original Z, autoscale max32",original,32
19b1448c-f5d7-4548-b190-d3c2869119c0,2570,2570,2539,0,31,0,2026-06-09 18:10:43.817014+00,2026-06-09 18:10:43.845428+00,2026-06-09 18:16:15.102766+00,331.285752,7.757653278128302,331.257338,7.758318700248687,0.104664,0.10555765,0.11068969,152.31432999999998,292.88405084999994,305.07588581,baseline_aggressive,"Aggressive Z, 1 worker fijo",aggressive,1
13c3c429-1fc3-48e8-bc6a-f5a1593892b8,2570,2570,2532,0,38,0,2026-06-09 18:22:55.670289+00,2026-06-09 18:22:55.698284+00,2026-06-09 18:24:00.324338+00,64.654049,39.75002400855049,64.626054,39.76724309981853,0.1121959999999999,0.1482557499999999,0.16786978,39.2953865,42.2123197,42.39898806,autoscale_max32_aggressive,"Aggressive Z, autoscale max32",aggressive,32
