run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
80241c9c-f5c1-45d0-902d-1af93cdf664e,1200,1200,1200,0,0,0,2026-06-08 16:11:03.89245+00,2026-06-08 16:11:03.916614+00,2026-06-08 16:11:43.264+00,39.371550,30.4788610049642445,39.347386,30.4975786701561318,0.105357,0.11003265,0.11219767,14.856705999999999,27.9010397,29.07675861
