run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
fb6cd70e-f992-475b-b94f-d9f5a0fdb000,300,300,299,0,1,0,2026-06-08 15:59:06.271919+00,2026-06-08 15:59:06.29651+00,2026-06-08 15:59:44.199087+00,37.902577,7.9150291021109198,0.104673,0.10522195,0.10555627000000001,14.061425,26.579534650000003,27.68638757
