run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
19b1448c-f5d7-4548-b190-d3c2869119c0,2570,2570,2539,0,31,0,2026-06-09 18:10:43.817014+00,2026-06-09 18:10:43.845428+00,2026-06-09 18:16:15.102766+00,331.285752,7.7576532781283030,331.257338,7.7583187002486870,0.104664,0.10555765,0.11068969,152.31432999999998,292.88405084999994,305.07588581
