timestamp_utc,elapsed_seconds,run_id,rabbit_ready,rabbit_unacked,rabbit_total,rabbit_consumers,rabbit_publish_rate,rabbit_deliver_rate,rabbit_ack_rate,worker_desired,worker_running,worker_pending,scaler_desired,scaler_running,scaler_pending
2026-06-09T18:32:41.1052796Z,0.01,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,0,0,0,0,1,0,1,1,1,0
2026-06-09T18:32:48.7953930Z,7.7,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,0,0,0,0,1,1,0,1,1,0
2026-06-09T18:32:56.3622026Z,15.266,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,0,0,0,0,1,1,0,1,1,0
2026-06-09T18:33:03.8480145Z,22.752,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-09T18:33:11.3349053Z,30.239,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-09T18:33:18.7438903Z,37.648,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-09T18:33:26.3234002Z,45.228,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,1,0,0,0,1,1,0,1,1,0
2026-06-09T18:33:33.7561865Z,52.66,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,1,1.2,1.2,1.2,1,1,0,1,1,0
2026-06-09T18:33:41.5719762Z,60.476,a327c742-f609-4a24-8212-95fdcecc9ecf,0,1,1,1,11.6,5.2,5,2,1,0,1,1,0
2026-06-09T18:33:48.9980628Z,67.902,a327c742-f609-4a24-8212-95fdcecc9ecf,377,1,378,1,47,8,8,8,1,7,1,1,0
2026-06-09T18:33:56.4310390Z,75.335,a327c742-f609-4a24-8212-95fdcecc9ecf,513,1,514,1,30.8,7.8,7.8,8,1,7,1,1,0
2026-06-09T18:34:03.8762471Z,82.781,a327c742-f609-4a24-8212-95fdcecc9ecf,511,1,512,1,1.6,7.2,7.2,9,1,7,1,1,0
2026-06-09T18:34:11.2841302Z,90.188,a327c742-f609-4a24-8212-95fdcecc9ecf,474,1,475,1,0,8,8,8,7,3,1,1,0
2026-06-09T18:34:18.8332722Z,97.738,a327c742-f609-4a24-8212-95fdcecc9ecf,394,1,395,1,0,8.2,8,8,8,0,1,1,0
2026-06-09T18:34:26.3809978Z,105.285,a327c742-f609-4a24-8212-95fdcecc9ecf,235,8,243,8,0,54,52.8,8,8,0,1,1,0
2026-06-09T18:34:33.9469261Z,112.851,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,8,0,0,0,8,8,0,1,1,0
2026-06-09T18:34:41.4331834Z,120.337,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,8,0,0,0,7,8,0,1,1,0
2026-06-09T18:34:48.9198407Z,127.824,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,8,0,0,0,7,8,0,1,1,0
2026-06-09T18:34:56.4325090Z,135.337,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,8,0,0,0,7,8,0,1,1,0
2026-06-09T18:35:03.8383924Z,142.743,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,8,0,0,0,7,8,0,1,1,0
2026-06-09T18:35:11.3263381Z,150.231,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,8,0,0,0,6,6,0,1,1,0
2026-06-09T18:35:18.7629795Z,157.667,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,6,0,0,0,6,6,0,1,1,0
2026-06-09T18:35:26.2180376Z,165.122,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,6,0,0,0,6,6,0,1,1,0
