run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
f9026410-d0d4-4480-ad47-494b6d3e1486,720,720,719,0,1,0,2026-06-08 17:45:34.717889+00,2026-06-08 17:45:34.750308+00,2026-06-08 17:46:20.596195+00,45.878306,15.6936919161749346,45.845887,15.7047893958295539,0.105822,0.10996615,0.11336916999999999,24.8896145,26.717217599999998,26.826021509999997
