run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
fb7f61c9-52eb-45f2-91a8-a2af64073f6e,1200,1200,1128,0,72,0,2026-06-08 16:13:40.550869+00,2026-06-08 16:13:40.581449+00,2026-06-08 16:14:20.250646+00,39.699777,30.2268700401012328,39.669197,30.2501711844583091,0.105146,0.10752745,0.11362073,14.693888000000001,28.253967449999998,29.41215051
