run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
eba2f751-a332-4400-a475-33634de95919,1200,1200,1194,0,6,0,2026-06-08 16:07:26.754412+00,2026-06-08 16:07:26.778995+00,2026-06-08 16:08:06.076289+00,39.321877,30.5173631462201054,39.297294,30.5364537313943296,0.1051545,0.10704785,0.11510457999999998,14.583556000000002,27.92000925,29.05305529
