run_id,requests,completed,sold,sold_out,seat_unavailable,errored,first_enqueued_at,first_worker_started_at,last_completed_at,experiment_window_seconds,completed_per_second_experiment_window,server_processing_window_seconds,completed_per_second_server_window,processing_p50_seconds,processing_p95_seconds,processing_p99_seconds,end_to_end_p50_seconds,end_to_end_p95_seconds,end_to_end_p99_seconds
a327c742-f609-4a24-8212-95fdcecc9ecf,720,720,718,0,2,0,2026-06-09 18:33:29.759906+00,2026-06-09 18:33:29.787173+00,2026-06-09 18:34:24.433217+00,54.673311,13.1691310957918755,54.646044,13.1757021606175188,0.1049545,0.11015035000000001,0.12142302999999999,32.7944915,35.4268653,35.52638537
